id;set;series;publisher;generation;release_date;name;set_num;rarity;nationalPokedexNumbers
mcd16-2;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Torchic;2;;[255]
mcd16-3;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Fennekin;3;;[653]
mcd16-4;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Magikarp;4;;[129]
mcd16-5;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Totodile;5;;[158]
mcd16-6;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Pikachu;6;;[25]
mcd16-7;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Scraggy;7;;[559]
mcd16-8;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Jigglypuff;8;;[39]
mcd16-9;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Togepi;9;;[175]
mcd16-10;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Dedenne;10;;[702]
mcd16-11;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Meowth;11;;[52]
mcd16-12;McDonald's Collection 2016;Other;TPCI;Other;8/19/2016;Eevee;12;;[133]
xy12-1;Evolutions;XY;TPCI;Sixth;11/2/2016;Venusaur-EX;1;Rare Holo EX;[3]
xy12-2;Evolutions;XY;TPCI;Sixth;11/2/2016;M Venusaur-EX;2;Rare Holo EX;[3]
xy12-3;Evolutions;XY;TPCI;Sixth;11/2/2016;Caterpie;3;Common;[10]
xy12-4;Evolutions;XY;TPCI;Sixth;11/2/2016;Metapod;4;Uncommon;[11]
xy12-5;Evolutions;XY;TPCI;Sixth;11/2/2016;Weedle;5;Common;[13]
xy12-6;Evolutions;XY;TPCI;Sixth;11/2/2016;Kakuna;6;Uncommon;[14]
xy12-7;Evolutions;XY;TPCI;Sixth;11/2/2016;Beedrill;7;Rare;[15]
xy12-8;Evolutions;XY;TPCI;Sixth;11/2/2016;Tangela;8;Common;[114]
xy12-9;Evolutions;XY;TPCI;Sixth;11/2/2016;Charmander;9;Common;[4]
xy12-10;Evolutions;XY;TPCI;Sixth;11/2/2016;Charmeleon;10;Uncommon;[5]
xy12-11;Evolutions;XY;TPCI;Sixth;11/2/2016;Charizard;11;Rare Holo;[6]
xy12-12;Evolutions;XY;TPCI;Sixth;11/2/2016;Charizard-EX;12;Rare Holo EX;[6]
xy12-13;Evolutions;XY;TPCI;Sixth;11/2/2016;M Charizard-EX;13;Rare Holo EX;[6]
xy12-14;Evolutions;XY;TPCI;Sixth;11/2/2016;Vulpix;14;Common;[37]
xy12-15;Evolutions;XY;TPCI;Sixth;11/2/2016;Ninetales;15;Rare Holo;[38]
xy12-16;Evolutions;XY;TPCI;Sixth;11/2/2016;Ninetales BREAK;16;Rare BREAK;[38]
xy12-17;Evolutions;XY;TPCI;Sixth;11/2/2016;Growlithe;17;Common;[58]
xy12-18;Evolutions;XY;TPCI;Sixth;11/2/2016;Arcanine;18;Rare;[59]
xy12-19;Evolutions;XY;TPCI;Sixth;11/2/2016;Ponyta;19;Common;[77]
xy12-20;Evolutions;XY;TPCI;Sixth;11/2/2016;Magmar;20;Uncommon;[126]
xy12-21;Evolutions;XY;TPCI;Sixth;11/2/2016;Blastoise-EX;21;Rare Holo EX;[9]
xy12-22;Evolutions;XY;TPCI;Sixth;11/2/2016;M Blastoise-EX;22;Rare Holo EX;[9]
xy12-23;Evolutions;XY;TPCI;Sixth;11/2/2016;Poliwag;23;Common;[60]
xy12-24;Evolutions;XY;TPCI;Sixth;11/2/2016;Poliwhirl;24;Uncommon;[61]
xy12-25;Evolutions;XY;TPCI;Sixth;11/2/2016;Poliwrath;25;Rare Holo;[62]
xy12-26;Evolutions;XY;TPCI;Sixth;11/2/2016;Slowbro-EX;26;Rare Holo EX;[80]
xy12-27;Evolutions;XY;TPCI;Sixth;11/2/2016;M Slowbro-EX;27;Rare Holo EX;[80]
xy12-28;Evolutions;XY;TPCI;Sixth;11/2/2016;Seel;28;Common;[86]
xy12-29;Evolutions;XY;TPCI;Sixth;11/2/2016;Dewgong;29;Rare;[87]
xy12-30;Evolutions;XY;TPCI;Sixth;11/2/2016;Staryu;30;Common;[120]
xy12-31;Evolutions;XY;TPCI;Sixth;11/2/2016;Starmie;31;Rare;[121]
xy12-32;Evolutions;XY;TPCI;Sixth;11/2/2016;Starmie BREAK;32;Rare BREAK;[121]
xy12-33;Evolutions;XY;TPCI;Sixth;11/2/2016;Magikarp;33;Common;[129]
xy12-34;Evolutions;XY;TPCI;Sixth;11/2/2016;Gyarados;34;Rare Holo;[130]
xy12-35;Evolutions;XY;TPCI;Sixth;11/2/2016;Pikachu;35;Common;[25]
xy12-36;Evolutions;XY;TPCI;Sixth;11/2/2016;Raichu;36;Rare Holo;[26]
xy12-37;Evolutions;XY;TPCI;Sixth;11/2/2016;Magnemite;37;Common;[81]
xy12-38;Evolutions;XY;TPCI;Sixth;11/2/2016;Magneton;38;Rare Holo;[82]
xy12-39;Evolutions;XY;TPCI;Sixth;11/2/2016;Voltorb;39;Common;[100]
xy12-40;Evolutions;XY;TPCI;Sixth;11/2/2016;Electrode;40;Rare;[101]
xy12-41;Evolutions;XY;TPCI;Sixth;11/2/2016;Electabuzz;41;Common;[125]
xy12-42;Evolutions;XY;TPCI;Sixth;11/2/2016;Zapdos;42;Rare Holo;[145]
xy12-43;Evolutions;XY;TPCI;Sixth;11/2/2016;Nidoran ♂;43;Common;[32]
xy12-44;Evolutions;XY;TPCI;Sixth;11/2/2016;Nidorino;44;Uncommon;[33]
xy12-45;Evolutions;XY;TPCI;Sixth;11/2/2016;Nidoking;45;Rare Holo;[34]
xy12-46;Evolutions;XY;TPCI;Sixth;11/2/2016;Nidoking BREAK;46;Rare BREAK;[34]
xy12-47;Evolutions;XY;TPCI;Sixth;11/2/2016;Gastly;47;Common;[92]
xy12-48;Evolutions;XY;TPCI;Sixth;11/2/2016;Haunter;48;Uncommon;[93]
xy12-49;Evolutions;XY;TPCI;Sixth;11/2/2016;Drowzee;49;Common;[96]
xy12-50;Evolutions;XY;TPCI;Sixth;11/2/2016;Koffing;50;Uncommon;[109]
xy12-51;Evolutions;XY;TPCI;Sixth;11/2/2016;Mewtwo;51;Rare;[150]
xy12-52;Evolutions;XY;TPCI;Sixth;11/2/2016;Mewtwo-EX;52;Rare Holo EX;[150]
xy12-53;Evolutions;XY;TPCI;Sixth;11/2/2016;Mew;53;Rare Holo;[151]
xy12-54;Evolutions;XY;TPCI;Sixth;11/2/2016;Sandshrew;54;Common;[27]
xy12-55;Evolutions;XY;TPCI;Sixth;11/2/2016;Diglett;55;Common;[50]
xy12-56;Evolutions;XY;TPCI;Sixth;11/2/2016;Dugtrio;56;Rare;[51]
xy12-57;Evolutions;XY;TPCI;Sixth;11/2/2016;Machop;57;Common;[66]
xy12-58;Evolutions;XY;TPCI;Sixth;11/2/2016;Machoke;58;Uncommon;[67]
xy12-59;Evolutions;XY;TPCI;Sixth;11/2/2016;Machamp;59;Rare Holo;[68]
xy12-60;Evolutions;XY;TPCI;Sixth;11/2/2016;Machamp BREAK;60;Rare BREAK;[68]
xy12-61;Evolutions;XY;TPCI;Sixth;11/2/2016;Onix;61;Common;[95]
xy12-62;Evolutions;XY;TPCI;Sixth;11/2/2016;Hitmonchan;62;Rare Holo;[107]
xy12-63;Evolutions;XY;TPCI;Sixth;11/2/2016;Clefairy;63;Rare Holo;[35]
xy12-64;Evolutions;XY;TPCI;Sixth;11/2/2016;Pidgeot-EX;64;Rare Holo EX;[18]
xy12-65;Evolutions;XY;TPCI;Sixth;11/2/2016;M Pidgeot-EX;65;Rare Holo EX;[18]
xy12-66;Evolutions;XY;TPCI;Sixth;11/2/2016;Rattata;66;Common;[19]
xy12-67;Evolutions;XY;TPCI;Sixth;11/2/2016;Raticate;67;Rare;[20]
xy12-68;Evolutions;XY;TPCI;Sixth;11/2/2016;Farfetch'd;68;Rare;[83]
xy12-69;Evolutions;XY;TPCI;Sixth;11/2/2016;Doduo;69;Common;[84]
xy12-70;Evolutions;XY;TPCI;Sixth;11/2/2016;Chansey;70;Rare Holo;[113]
xy12-71;Evolutions;XY;TPCI;Sixth;11/2/2016;Porygon;71;Uncommon;[137]
xy12-72;Evolutions;XY;TPCI;Sixth;11/2/2016;Dragonite-EX;72;Rare Holo EX;[149]
xy12-73;Evolutions;XY;TPCI;Sixth;11/2/2016;Blastoise Spirit Link;73;Uncommon;
xy12-74;Evolutions;XY;TPCI;Sixth;11/2/2016;Brock's Grit;74;Uncommon;
xy12-75;Evolutions;XY;TPCI;Sixth;11/2/2016;Charizard Spirit Link;75;Uncommon;
xy12-76;Evolutions;XY;TPCI;Sixth;11/2/2016;Devolution Spray;76;Uncommon;
xy12-77;Evolutions;XY;TPCI;Sixth;11/2/2016;Energy Retrieval;77;Uncommon;
xy12-78;Evolutions;XY;TPCI;Sixth;11/2/2016;Full Heal;78;Uncommon;
xy12-79;Evolutions;XY;TPCI;Sixth;11/2/2016;Maintenance;79;Uncommon;
xy12-80;Evolutions;XY;TPCI;Sixth;11/2/2016;Misty's Determination;80;Uncommon;
xy12-81;Evolutions;XY;TPCI;Sixth;11/2/2016;Pidgeot Spirit Link;81;Uncommon;
xy12-82;Evolutions;XY;TPCI;Sixth;11/2/2016;Pokédex;82;Uncommon;
xy12-83;Evolutions;XY;TPCI;Sixth;11/2/2016;Potion;83;Uncommon;
xy12-84;Evolutions;XY;TPCI;Sixth;11/2/2016;Professor Oak's Hint;84;Uncommon;
xy12-85;Evolutions;XY;TPCI;Sixth;11/2/2016;Revive;85;Uncommon;
xy12-86;Evolutions;XY;TPCI;Sixth;11/2/2016;Slowbro Spirit Link;86;Uncommon;
xy12-87;Evolutions;XY;TPCI;Sixth;11/2/2016;Super Potion;87;Uncommon;
xy12-88;Evolutions;XY;TPCI;Sixth;11/2/2016;Switch;88;Uncommon;
xy12-89;Evolutions;XY;TPCI;Sixth;11/2/2016;Venusaur Spirit Link;89;Uncommon;
xy12-90;Evolutions;XY;TPCI;Sixth;11/2/2016;Double Colorless Energy;90;Uncommon;
xy12-91;Evolutions;XY;TPCI;Sixth;11/2/2016;Grass Energy;91;Common;
xy12-92;Evolutions;XY;TPCI;Sixth;11/2/2016;Fire Energy;92;Common;
xy12-93;Evolutions;XY;TPCI;Sixth;11/2/2016;Water Energy;93;Common;
xy12-94;Evolutions;XY;TPCI;Sixth;11/2/2016;Lightning Energy;94;Common;
xy12-95;Evolutions;XY;TPCI;Sixth;11/2/2016;Psychic Energy;95;Common;
xy12-96;Evolutions;XY;TPCI;Sixth;11/2/2016;Fighting Energy;96;Common;
xy12-97;Evolutions;XY;TPCI;Sixth;11/2/2016;Darkness Energy;97;Common;
xy12-98;Evolutions;XY;TPCI;Sixth;11/2/2016;Metal Energy;98;Common;
xy12-99;Evolutions;XY;TPCI;Sixth;11/2/2016;Fairy Energy;99;Common;
xy12-100;Evolutions;XY;TPCI;Sixth;11/2/2016;M Venusaur-EX;100;Rare Ultra;[3]
xy12-101;Evolutions;XY;TPCI;Sixth;11/2/2016;M Charizard-EX;101;Rare Ultra;[6]
xy12-102;Evolutions;XY;TPCI;Sixth;11/2/2016;M Blastoise-EX;102;Rare Ultra;[9]
xy12-103;Evolutions;XY;TPCI;Sixth;11/2/2016;Mewtwo-EX;103;Rare Ultra;[150]
xy12-104;Evolutions;XY;TPCI;Sixth;11/2/2016;Pidgeot-EX;104;Rare Ultra;[18]
xy12-105;Evolutions;XY;TPCI;Sixth;11/2/2016;M Pidgeot-EX;105;Rare Ultra;[18]
xy12-106;Evolutions;XY;TPCI;Sixth;11/2/2016;Dragonite-EX;106;Rare Ultra;[149]
xy12-107;Evolutions;XY;TPCI;Sixth;11/2/2016;Brock's Grit;107;Rare Ultra;
xy12-108;Evolutions;XY;TPCI;Sixth;11/2/2016;Misty's Determination;108;Rare Ultra;
xy12-109;Evolutions;XY;TPCI;Sixth;11/2/2016;ナッシー[Exeggutor];109;Rare Secret;[103]
xy12-110;Evolutions;XY;TPCI;Sixth;11/2/2016;Flying Pikachu;110;Rare Secret;[25]
xy12-111;Evolutions;XY;TPCI;Sixth;11/2/2016;Surfing Pikachu;111;Rare Secret;[25]
xy12-112;Evolutions;XY;TPCI;Sixth;11/2/2016;Imakuni?'s Doduo;112;Rare Secret;[84]
xy12-113;Evolutions;XY;TPCI;Sixth;11/2/2016;Here Comes Team Rocket!;113;Rare Secret;
sm1-1;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Caterpie;1;Common;[10]
sm1-2;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Metapod;2;Uncommon;[11]
sm1-3;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Butterfree;3;Rare;[12]
sm1-4;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Paras;4;Common;[46]
sm1-5;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Parasect;5;Rare;[47]
sm1-6;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Pinsir;6;Uncommon;[127]
sm1-7;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Surskit;7;Common;[283]
sm1-8;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Masquerain;8;Rare;[284]
sm1-9;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Rowlet;9;Common;[722]
sm1-10;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Dartrix;10;Uncommon;[723]
sm1-11;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Decidueye;11;Rare;[724]
sm1-12;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Decidueye-GX;12;Rare Holo GX;[724]
sm1-13;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Grubbin;13;Common;[736]
sm1-14;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Fomantis;14;Common;[753]
sm1-15;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Lurantis-GX;15;Rare Holo GX;[754]
sm1-16;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Morelull;16;Common;[755]
sm1-17;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Shiinotic;17;Rare Holo;[756]
sm1-18;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Bounsweet;18;Common;[761]
sm1-19;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Steenee;19;Uncommon;[762]
sm1-20;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Tsareena;20;Rare Holo;[763]
sm1-21;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Growlithe;21;Common;[58]
sm1-22;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Arcanine;22;Rare Holo;[59]
sm1-23;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Torkoal;23;Common;[324]
sm1-24;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Litten;24;Common;[725]
sm1-25;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Torracat;25;Uncommon;[726]
sm1-26;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Incineroar;26;Rare;[727]
sm1-27;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Incineroar-GX;27;Rare Holo GX;[727]
sm1-28;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Psyduck;28;Common;[54]
sm1-29;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Golduck;29;Rare;[55]
sm1-30;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Poliwag;30;Common;[60]
sm1-31;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Poliwhirl;31;Uncommon;[61]
sm1-32;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Poliwrath;32;Rare Holo;[62]
sm1-33;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Shellder;33;Common;[90]
sm1-34;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Cloyster;34;Rare;[91]
sm1-35;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Lapras-GX;35;Rare Holo GX;[131]
sm1-36;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Corsola;36;Uncommon;[222]
sm1-37;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Wingull;37;Common;[278]
sm1-38;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Pelipper;38;Uncommon;[279]
sm1-39;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Popplio;39;Common;[728]
sm1-40;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Brionne;40;Uncommon;[729]
sm1-41;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Primarina;41;Rare;[730]
sm1-42;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Primarina-GX;42;Rare Holo GX;[730]
sm1-43;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Crabominable;43;Rare;[740]
sm1-44;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Wishiwashi;44;Uncommon;[746]
sm1-45;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Dewpider;45;Common;[751]
sm1-46;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Araquanid;46;Uncommon;[752]
sm1-47;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Pyukumuku;47;Uncommon;[771]
sm1-48;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Bruxish;48;Rare;[779]
sm1-49;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Chinchou;49;Common;[170]
sm1-50;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Lanturn;50;Rare;[171]
sm1-51;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Charjabug;51;Uncommon;[737]
sm1-52;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Vikavolt;52;Rare Holo;[738]
sm1-53;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Togedemaru;53;Common;[777]
sm1-54;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Zubat;54;Common;[41]
sm1-55;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Golbat;55;Uncommon;[42]
sm1-56;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Crobat;56;Rare Holo;[169]
sm1-57;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Alolan Grimer;57;Common;[88]
sm1-58;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Alolan Muk;58;Rare Holo;[89]
sm1-59;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Drowzee;59;Common;[96]
sm1-60;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Hypno;60;Uncommon;[97]
sm1-61;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Espeon-GX;61;Rare Holo GX;[196]
sm1-62;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Mareanie;62;Common;[747]
sm1-63;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Toxapex;63;Rare Holo;[748]
sm1-64;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Cosmog;64;Common;[789]
sm1-65;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Cosmoem;65;Rare;[790]
sm1-66;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Lunala-GX;66;Rare Holo GX;[792]
sm1-67;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Makuhita;67;Common;[296]
sm1-68;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Hariyama;68;Rare;[297]
sm1-69;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Roggenrola;69;Common;[524]
sm1-70;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Boldore;70;Uncommon;[525]
sm1-71;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Gigalith;71;Rare Holo;[526]
sm1-72;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Crabrawler;72;Common;[739]
sm1-73;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Passimian;73;Uncommon;[766]
sm1-74;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Sandygast;74;Common;[769]
sm1-75;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Palossand;75;Rare;[770]
sm1-76;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Alolan Rattata;76;Common;[19]
sm1-77;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Alolan Raticate;77;Uncommon;[20]
sm1-78;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Alolan Meowth;78;Common;[52]
sm1-79;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Alolan Persian;79;Uncommon;[53]
sm1-80;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Umbreon-GX;80;Rare Holo GX;[197]
sm1-81;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Carvanha;81;Common;[318]
sm1-82;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Sharpedo;82;Rare Holo;[319]
sm1-83;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Sandile;83;Common;[551]
sm1-84;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Krokorok;84;Uncommon;[552]
sm1-85;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Krookodile;85;Rare Holo;[553]
sm1-86;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Alolan Diglett;86;Common;[50]
sm1-87;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Alolan Dugtrio;87;Rare Holo;[51]
sm1-88;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Skarmory;88;Common;[227]
sm1-89;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Solgaleo-GX;89;Rare Holo GX;[791]
sm1-90;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Snubbull;90;Common;[209]
sm1-91;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Granbull;91;Uncommon;[210]
sm1-92;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Cutiefly;92;Common;[742]
sm1-93;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Ribombee;93;Rare Holo;[743]
sm1-94;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Dratini;94;Common;[147]
sm1-95;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Dragonair;95;Uncommon;[148]
sm1-96;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Dragonite;96;Rare Holo;[149]
sm1-97;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Spearow;97;Common;[21]
sm1-98;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Fearow;98;Common;[22]
sm1-99;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Kangaskhan;99;Rare Holo;[115]
sm1-100;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Tauros-GX;100;Rare Holo GX;[128]
sm1-101;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Eevee;101;Common;[133]
sm1-102;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Spinda;102;Uncommon;[327]
sm1-103;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Lillipup;103;Common;[506]
sm1-104;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Herdier;104;Uncommon;[507]
sm1-105;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Stoutland;105;Rare;[508]
sm1-106;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Pikipek;106;Common;[731]
sm1-107;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Trumbeak;107;Uncommon;[732]
sm1-108;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Toucannon;108;Rare;[733]
sm1-109;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Yungoos;109;Common;[734]
sm1-110;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Gumshoos-GX;110;Rare Holo GX;[735]
sm1-111;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Stufful;111;Common;[759]
sm1-112;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Bewear;112;Rare;[760]
sm1-113;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Oranguru;113;Rare Holo;[765]
sm1-114;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Big Malasada;114;Uncommon;
sm1-115;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Crushing Hammer;115;Uncommon;
sm1-116;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Energy Retrieval;116;Uncommon;
sm1-117;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Energy Switch;117;Uncommon;
sm1-118;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Exp. Share;118;Uncommon;
sm1-119;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Great Ball;119;Uncommon;
sm1-120;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Hau;120;Uncommon;
sm1-121;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Ilima;121;Uncommon;
sm1-122;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Lillie;122;Uncommon;
sm1-123;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Nest Ball;123;Uncommon;
sm1-124;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Poison Barb;124;Uncommon;
sm1-125;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Poké Ball;125;Uncommon;
sm1-126;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Pokémon Catcher;126;Uncommon;
sm1-127;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Potion;127;Uncommon;
sm1-128;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Professor Kukui;128;Uncommon;
sm1-129;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Rare Candy;129;Uncommon;
sm1-130;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Repel;130;Uncommon;
sm1-131;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Rotom Dex;131;Uncommon;
sm1-132;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Switch;132;Uncommon;
sm1-133;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Team Skull Grunt;133;Uncommon;
sm1-134;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Timer Ball;134;Uncommon;
sm1-135;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Ultra Ball;135;Uncommon;
sm1-136;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Double Colorless Energy;136;Uncommon;
sm1-137;Sun & Moon;Sun & Moon;TPCI;Seventh;2/3/2017;Rainbow Energy;137;Uncommon;
